Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
1944,Sergio Herrera,ESP,PO,Osasuna,26,1993,19,18,1655,0,0,0,2,1,0.0,0.0,"10,00 mill. €"
1945,Yangel Herrera,VEN,Centrocampista,Granada,21,1998,30,28,2368,2,3,5,14,0,2.7,1.9,"10,00 mill. €"
1946,Pablo Hervías,ESP,Centrocampista,Valladolid,26,1993,25,9,1017,1,0,1,1,0,0.7,1.1,"2,00 mill. €"
1947,Vicente Iborra,ESP,Centrocampista,Villarreal,31,1988,34,33,2648,1,2,3,10,1,3.8,1.0,600 mil €
1948,Borja Iglesias,ESP,Delantero,Betis,26,1993,35,21,1922,3,2,5,3,1,3.8,2.3,350 mil €
1949,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,29,1990,3,3,216,0,0,0,0,0,0.0,0.1,500 mil €
1950,Takashi Inui,JPN,Centrocampista,Eibar,31,1988,29,23,1960,2,3,5,2,0,3.5,1.7,"70,00 mill. €"
1951,Alexander Isak,SWE,Delantero,Real Sociedad,19,1999,37,14,1507,9,1,10,3,0,7.3,2.3,"8,00 mill. €"
1952,Isco,ESP,Delantero,Real Madrid,27,1992,23,15,1181,1,2,3,2,0,2.1,1.9,-
1953,Ismael,ESP,Centrocampista,Betis,18,2000,3,1,83,0,0,0,1,0,0.0,0.0,"38,00 mill. €"
1954,Ander Iturraspe,ESP,Centrocampista,Espanyol,30,1989,8,3,242,0,0,0,1,0,0.0,0.0,-
1955,Jacobo,ESP,Defensa,Celta Vigo,22,1997,2,1,83,0,0,0,1,0,0.0,0.0,"4,00 mill. €"
1956,Adnan Januzaj,BEL,Delantero,Real Sociedad,24,1995,24,13,1167,3,3,6,3,0,1.9,3.0,"6,00 mill. €"
1957,Jason,ESP,Centrocampista,Getafe,25,1994,20,14,1175,1,4,5,5,0,1.5,2.0,"90,00 mill. €"
1958,Joaquín,ESP,Centrocampista,Betis,38,1981,34,25,2060,8,3,11,4,0,6.0,5.6,"6,00 mill. €"
1959,Frenkie de Jong,NED,Centrocampista,Barcelona,22,1997,29,24,2115,2,2,4,3,1,1.3,2.4,"4,00 mill. €"
1960,Luuk de Jong,NED,Delantero,Sevilla,28,1990,35,24,2059,6,1,7,2,0,9.5,3.3,-
1961,Joan Jordán,ESP,Centrocampista,Sevilla,25,1994,34,27,2254,2,2,4,7,0,1.9,3.4,"6,00 mill. €"
1962,Willian José,BRA,Delantero,Real Sociedad,27,1991,37,24,2011,11,1,12,4,0,10.7,1.9,"8,00 mill. €"
1963,Joselu,ESP,Delantero,Alavés,29,1990,36,31,2782,11,2,13,6,0,11.7,2.0,"6,00 mill. €"
1964,Luka Jović,SRB,Delantero,Real Madrid,21,1997,17,4,430,2,1,3,2,0,2.4,1.4,"10,00 mill. €"
1965,Juanmi,ESP,Delantero,Betis,26,1993,8,2,264,1,0,1,2,1,1.5,0.1,400 mil €
1966,David Juncà,ESP,Defensa,Celta Vigo,25,1993,3,3,258,0,0,0,1,0,0.0,0.0,900 mil €
1967,Lago Junior,CIV,Centrocampista,Mallorca,28,1990,35,24,2188,4,0,4,3,0,6.2,1.3,"150,00 mill. €"
1968,Vinicius Júnior,BRA,Delantero,Real Madrid,19,2000,29,12,1364,3,1,4,4,0,4.3,3.4,"32,00 mill. €"
1969,Wilfrid Kaptoum,CMR,Centrocampista,Betis,23,1996,5,2,194,0,0,0,1,0,0.1,0.0,750 mil €
1970,Kenedy,BRA,Centrocampista,Getafe,23,1996,19,3,586,1,3,4,2,0,0.9,1.8,"1,50 mill. €"
1971,Kiké,ESP,Delantero,Eibar,29,1989,27,20,1767,5,1,6,2,0,6.0,1.0,600 mil €
1972,Giorgi Kochorashvili,GEO,Centrocampista,Levante,20,1999,1,0,2,0,0,0,0,0,0.0,0.0,"4,50 mill. €"
1973,Kenan Kodro,BIH,Delantero,Athletic Club,25,1993,12,4,364,1,0,1,0,0,0.5,0.0,"1,20 mill. €"
1974,Koke,ESP,Centrocampista,Atlético Madrid,27,1992,32,30,2698,4,5,9,5,0,2.6,5.8,"16,00 mill. €"
1975,Geoffrey Kondogbia,CTA,Centrocampista,Valencia,26,1993,27,21,1807,1,1,2,5,0,1.1,0.2,"14,00 mill. €"
1976,Jules Koundé,FRA,Defensa,Sevilla,20,1998,29,25,2309,1,1,2,6,0,2.2,1.0,"60,00 mill. €"
1977,Leonardo Koutris,GRE,Defensa,Mallorca,24,1995,2,1,93,0,0,0,0,0,0.0,0.1,800 mil €
1978,İsmail Köybaşı,TUR,Defensa,Granada,30,1989,4,3,231,0,0,0,1,0,0.0,0.0,100 mil €
1979,Toni Kroos,GER,Centrocampista,Real Madrid,29,1990,35,31,2652,4,5,9,2,0,3.3,5.1,"15,00 mill. €"
1980,Víctor Laguardia,ESP,Defensa,Alavés,29,1989,31,31,2654,1,2,3,9,1,1.3,0.9,-
1981,Diego Lainez,MEX,Centrocampista,Betis,19,2000,15,2,348,0,0,0,0,0,0.2,0.2,"2,50 mill. €"
1982,Larra,ESP,Delantero,Athletic Club,21,1997,10,2,250,0,0,0,0,0,0.1,0.1,"2,00 mill. €"
1983,Toni Lato,ESP,Defensa,Osasuna,21,1997,8,6,470,1,0,1,3,0,0.4,0.3,"2,50 mill. €"
1984,Robin Le Normand,ESP,Defensa,Real Sociedad,22,1996,31,25,2394,1,0,1,6,0,1.5,0.3,"35,00 mill. €"
1985,Wu Lei,CHN,Delantero,Espanyol,27,1991,33,21,1719,4,0,4,3,0,6.8,1.9,"2,00 mill. €"
1986,Iñigo Lekue,ESP,Delantero,Athletic Club,26,1993,14,6,623,0,1,1,0,0,0.1,0.8,"3,00 mill. €"
1987,Clément Lenglet,FRA,Defensa,Barcelona,24,1995,28,28,2424,2,1,3,11,2,0.8,0.5,"10,00 mill. €"
1988,Pedro León,ESP,Centrocampista,Eibar,32,1986,31,23,1896,1,2,3,4,0,2.9,3.7,800 mil €
1989,Sergio León,ESP,Delantero,Levante,30,1989,22,6,672,1,0,1,2,0,3.0,0.1,-
1990,Lillo,ESP,Defensa,Osasuna,30,1989,4,2,195,0,0,0,2,0,0.0,0.3,-
1991,Diego Llorente,ESP,Defensa,Real Sociedad,25,1993,29,27,2327,1,1,2,7,1,1.1,0.2,"8,00 mill. €"
1992,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,24,1995,29,16,1368,3,3,6,4,0,1.5,2.3,"40,00 mill. €"
1993,Stanislav Lobotka,SVK,Centrocampista,Celta Vigo,24,1994,17,17,1383,0,0,0,1,0,0.6,0.3,"4,00 mill. €"
1994,Renan Lodi,BRA,Defensa,Atlético Madrid,21,1998,32,28,2396,1,2,3,6,1,1.6,1.5,-
1995,Rony Lopes,POR,Delantero,Sevilla,23,1995,5,2,134,0,0,0,0,0,0.1,0.0,"20,00 mill. €"
1996,Adrián López,ESP,Delantero,Osasuna,31,1988,26,17,1443,2,0,2,0,0,3.1,3.0,300 mil €
1997,David López,ESP,Defensa,Espanyol,29,1989,32,29,2455,4,2,6,5,1,1.3,1.1,"3,00 mill. €"
1998,Diego López,ESP,PO,Espanyol,37,1981,36,36,3232,0,0,0,5,1,0.0,0.0,200 mil €
1999,Javi López,ESP,Defensa,Alavés,17,2002,1,1,90,0,0,0,0,0,0.0,0.0,200 mil €
2000,Javi López,ESP,Defensa,Espanyol,33,1986,17,16,1384,0,0,0,5,1,0.1,1.0,600 mil €
2001,Lluis López,ESP,Defensa,Espanyol,22,1997,4,3,300,0,0,0,1,0,0.1,0.0,"3,50 mill. €"
2002,Roberto López,ESP,Delantero,Real Sociedad,19,2000,3,0,51,0,1,1,0,0,0.0,0.1,-
2003,Unai López,ESP,Centrocampista,Athletic Club,23,1995,26,24,1787,1,4,5,6,0,0.9,3.1,"2,00 mill. €"
2004,Losada,ESP,Centrocampista,Celta Vigo,17,2001,2,0,13,1,0,1,0,0,0.3,0.0,"30,00 mill. €"
2005,Pol Lozano,ESP,Centrocampista,Espanyol,19,1999,5,2,173,0,0,0,0,1,0.0,0.0,"2,50 mill. €"
2006,José Luis Gayà,ESP,Defensa,Valencia,24,1995,24,23,1988,0,1,1,5,0,0.4,1.6,"1,80 mill. €"
2007,José Luis Morales,ESP,Delantero,Levante,32,1987,38,29,2519,4,2,6,3,0,4.6,4.6,500 mil €
2008,José Luis Rodríguez,PAN,Delantero,Alavés,21,1998,1,0,22,0,0,0,0,0,0.0,0.0,"6,00 mill. €"
2009,Darwin Machís,VEN,Delantero,Granada,26,1993,36,20,2129,7,5,12,5,0,6.7,4.5,"35,00 mill. €"
2010,Lisandro Magallán,ARG,Defensa,Alavés,25,1993,17,13,1197,1,1,2,4,0,0.8,0.3,"3,00 mill. €"
2011,Abdallahi Mahmoud,MTN,Centrocampista,Alavés,19,2000,3,1,152,0,0,0,1,0,0.0,0.0,"2,50 mill. €"
2012,Nemanja Maksimović,SRB,Centrocampista,Getafe,24,1995,35,33,2895,2,0,2,5,0,3.0,0.8,700 mil €
2013,Hugo Mallo,ESP,Defensa,Celta Vigo,28,1991,27,22,1965,0,1,1,7,0,0.5,0.8,"1,80 mill. €"
2014,Aïssa Mandi,ALG,Defensa,Betis,27,1991,29,29,2576,0,0,0,9,0,1.5,1.1,"3,00 mill. €"
2015,Eliaquim Mangala,FRA,Defensa,Valencia,28,1991,8,8,673,0,0,0,3,1,0.1,0.0,"1,80 mill. €"
2016,Marcelo,BRA,Defensa,Real Madrid,31,1988,15,15,1296,1,2,3,2,0,0.5,1.9,600 mil €
2017,Óscar de Marcos,ESP,Defensa,Athletic Club,30,1989,13,6,541,0,1,1,1,0,0.0,0.9,"35,00 mill. €"
2018,Miguel Marí,ESP,Centrocampista,Eibar,22,1997,1,0,6,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
2019,José María Giménez,URU,Defensa,Atlético Madrid,24,1995,21,19,1755,0,0,0,2,0,0.9,0.0,"3,50 mill. €"
2020,Mariano,DOM,Delantero,Real Madrid,25,1993,5,0,45,1,0,1,1,0,0.9,0.0,-
2021,Adrián Marín,ESP,Defensa,Alavés,22,1997,12,9,852,0,0,0,1,0,0.7,0.2,"3,00 mill. €"
2022,Guillermo Maripán,CHI,Defensa,Alavés,25,1994,1,1,90,0,0,0,0,0,0.0,0.0,"10,00 mill. €"
2023,Roger Martí,ESP,Delantero,Levante,28,1991,36,26,2267,11,1,12,6,1,10.5,3.0,"2,00 mill. €"
2024,Daniel Martín,ESP,PO,Betis,21,1998,6,5,531,0,0,0,0,0,0.0,0.0,"1,20 mill. €"
2025,Álex Martínez,ESP,Defensa,Granada,28,1990,1,0,15,0,0,0,1,0,0.1,0.0,250 mil €
2026,Iñigo Martínez,ESP,Defensa,Athletic Club,28,1991,33,33,2970,1,1,2,10,0,2.3,1.0,-
2027,Javi Martínez,ESP,Centrocampista,Osasuna,19,1999,1,0,10,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
2028,José Martínez,ESP,Defensa,Granada,26,1993,20,13,1191,0,1,1,0,0,0.1,0.1,"1,00 mill. €"
2029,Pablo Martínez,ESP,Centrocampista,Levante,21,1998,5,0,33,0,0,0,0,0,0.1,0.0,200 mil €
2030,Jordi Masip,ESP,PO,Valladolid,30,1989,35,35,3150,0,0,0,2,0,0.0,0.0,"1,20 mill. €"
2031,Jaime Mata,ESP,Delantero,Getafe,30,1988,34,33,2747,11,3,14,14,0,11.0,2.9,"9,00 mill. €"
2032,Borja Mayoral,ESP,Delantero,Levante,22,1997,34,24,2140,8,2,10,2,0,10.1,2.7,"3,00 mill. €"
2033,Óscar Melendo,ESP,Centrocampista,Espanyol,21,1997,24,12,1115,0,0,0,0,0,0.1,0.5,"2,00 mill. €"
2034,Gonzalo Melero,ESP,Centrocampista,Levante,25,1994,25,14,1236,2,1,3,4,0,3.1,1.9,"15,00 mill. €"
2035,Arthur Melo,BRA,Centrocampista,Barcelona,22,1996,21,14,1182,3,3,6,1,0,1.3,1.7,"30,00 mill. €"
2036,Brais Méndez,ESP,Centrocampista,Celta Vigo,22,1997,31,15,1477,0,2,2,4,0,2.1,1.0,"1,00 mill. €"
2037,Édgar Méndez,ESP,Centrocampista,Alavés,29,1990,16,10,864,1,0,1,3,0,0.5,0.6,"20,00 mill. €"
2038,Ferland Mendy,FRA,Defensa,Real Madrid,24,1995,25,19,1809,1,3,4,8,1,0.6,2.4,500 mil €
2039,Fran Mérida,ESP,Centrocampista,Osasuna,29,1990,23,12,1161,0,1,1,9,1,0.4,0.7,"1,80 mill. €"
2040,Mikel Merino,ESP,Centrocampista,Real Sociedad,23,1996,36,35,3139,5,1,6,9,0,3.1,2.1,700 mil €
2041,Sabin Merino,ESP,Delantero,Leganés,27,1992,2,1,78,0,0,0,0,0,0.0,0.1,"50,00 mill. €"
2042,Roque Mesa,ESP,Centrocampista,Leganés,30,1989,29,22,2012,1,3,4,11,0,1.4,2.6,"35,00 mill. €"
2043,Lionel Messi,ARG,Delantero,Barcelona,32,1987,33,32,2880,25,21,46,4,0,19.4,15.4,"70,00 mill. €"
2044,Míchel,ESP,Centrocampista,Valladolid,31,1988,29,27,2178,1,2,3,6,0,1.3,2.4,"1,50 mill. €"
2045,Miguel,ESP,Delantero,Valladolid,19,1999,7,2,232,0,0,0,1,0,0.1,0.0,"8,00 mill. €"
2046,Éder Militão,BRA,Defensa,Real Madrid,21,1998,15,10,1022,0,0,0,3,0,0.1,0.1,-
2047,Santi Mina,ESP,Delantero,Celta Vigo,23,1995,34,21,1944,6,3,9,4,0,6.1,3.4,"2,00 mill. €"
2048,Jorge Miramón,ESP,Defensa,Levante,30,1989,32,27,2432,0,3,3,4,1,0.7,2.4,"10,00 mill. €"
2049,Luka Modrić,CRO,Centrocampista,Real Madrid,33,1985,31,22,1996,3,7,10,7,1,1.5,3.3,"32,00 mill. €"
2050,Jorge Molina,ESP,Delantero,Getafe,37,1982,34,23,1886,5,3,8,6,1,6.3,3.3,-
2051,Jon Moncayola,ESP,Centrocampista,Osasuna,21,1998,27,15,1496,1,0,1,4,0,0.5,0.6,200 mil €
2052,Nacho Monreal,ESP,Defensa,Real Sociedad,33,1986,29,27,2390,2,0,2,3,0,3.1,1.8,500 mil €
2053,Joan Monterde,ESP,Centrocampista,Levante,21,1997,1,0,9,0,0,0,0,0,0.0,0.0,"20,00 mill. €"
2054,Ángel Montoro,ESP,Centrocampista,Granada,31,1988,15,11,973,2,5,7,6,0,0.9,1.4,-
2055,Álvaro Morata,ESP,Delantero,Atlético Madrid,26,1992,34,25,2098,12,2,14,6,1,16.0,4.9,"2,00 mill. €"
2056,Alberto Moreno,ESP,Defensa,Villarreal,27,1992,18,17,1471,0,0,0,6,0,0.9,0.4,"15,00 mill. €"
2057,Álex Moreno,ESP,Defensa,Betis,26,1993,31,25,2265,0,4,4,5,0,2.7,2.6,"15,00 mill. €"
2058,Gerard Moreno,ESP,Delantero,Villarreal,27,1992,35,33,2744,18,5,23,5,0,15.3,6.8,"2,50 mill. €"
2059,Manu Morlanes,ESP,Centrocampista,Villarreal,20,1999,9,3,253,0,1,1,0,0,0.0,0.6,"2,00 mill. €"
2060,Loren Morón,ESP,Delantero,Betis,25,1993,36,21,2031,10,3,13,2,1,8.0,3.4,"1,50 mill. €"
2061,Toni Moya,ESP,Centrocampista,Atlético Madrid,21,1998,1,0,4,0,0,0,0,0,0.0,0.0,-
2062,Javi Moyano,ESP,Defensa,Valladolid,33,1986,26,26,2227,0,0,0,4,0,0.5,1.0,"9,00 mill. €"
2063,Iker Muniain,ESP,Delantero,Athletic Club,26,1992,31,26,2382,5,2,7,4,1,3.7,2.5,-
2064,Aihen Muñoz,ESP,Defensa,Real Sociedad,21,1997,15,11,981,0,0,0,1,0,0.0,0.1,"6,00 mill. €"
2065,Javier Muñoz,ESP,Delantero,Alavés,24,1995,1,1,52,0,0,0,0,0,0.0,0.0,900 mil €
2066,Jeison Murillo,COL,Defensa,Celta Vigo,27,1992,18,17,1529,1,0,1,5,0,0.5,0.1,"5,00 mill. €"
2067,Nacho,ESP,Defensa,Valladolid,30,1989,23,21,1893,0,2,2,2,0,0.3,2.9,"5,00 mill. €"
2068,Nacho,ESP,Defensa,Real Madrid,29,1990,6,4,439,1,0,1,3,0,0.4,0.4,"15,00 mill. €"
2069,Naldo,BRA,Defensa,Espanyol,30,1988,18,15,1332,0,1,1,8,1,0.6,0.2,250 mil €
2070,Marc Navarro,ESP,Delantero,Leganés,24,1995,4,3,219,0,0,0,1,0,0.2,0.0,600 mil €
2071,Ximo Navarro,ESP,Defensa,Alavés,29,1990,23,22,1903,0,0,0,8,0,0.4,0.2,200 mil €
2072,Raúl Navas,ESP,Defensa,Osasuna,31,1988,9,8,711,0,0,0,2,0,0.0,0.1,"12,00 mill. €"
2073,Neto,BRA,PO,Barcelona,30,1989,2,2,180,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
2074,Carlos Neva,ESP,Defensa,Granada,23,1996,26,25,2205,0,1,1,2,0,0.9,1.0,"12,00 mill. €"
2075,Saúl Ñíguez,ESP,Centrocampista,Atlético Madrid,24,1994,35,35,3072,6,0,6,10,0,4.7,1.1,-
2076,Fernando Niño,ESP,Delantero,Villarreal,18,2000,5,1,83,1,0,1,1,0,0.1,0.0,"3,00 mill. €"
2077,Nolito,ESP,Delantero,Sevilla,32,1986,15,12,898,3,0,3,0,0,2.2,0.6,-
2078,Nolito,ESP,Centrocampista,Celta Vigo,32,1986,7,1,324,2,1,3,3,1,1.6,0.6,"6,00 mill. €"
2079,Unai Núñez,ESP,Defensa,Athletic Club,22,1997,20,16,1572,0,0,0,7,0,0.7,0.1,-
2080,Allan Nyom,CMR,Defensa,Getafe,31,1988,34,31,2422,2,0,2,13,2,0.9,0.8,"1,00 mill. €"
2081,Jan Oblak,SVN,PO,Atlético Madrid,26,1993,38,38,3395,0,0,0,0,0,0.0,0.0,"35,00 mill. €"
2082,Rafel Obrador,ESP,Defensa,Mallorca,15,2004,1,0,4,0,0,0,0,0,0.0,0.0,300 mil €
2083,Lucas Ocampos,ARG,Delantero,Sevilla,25,1994,33,31,2745,14,3,17,10,1,12.7,3.2,"12,00 mill. €"
2084,Álvaro Odriozola,ESP,Defensa,Real Madrid,23,1995,4,4,343,0,1,1,3,1,0.4,1.0,"4,00 mill. €"
2085,Lucas Olaza,URU,Defensa,Celta Vigo,25,1994,35,35,3144,1,3,4,5,0,0.8,3.5,"2,50 mill. €"
2086,Oier Olazábal,ESP,PO,Espanyol,29,1989,2,2,180,0,0,0,0,0,0.0,0.0,200 mil €
2087,Kiko Olivas,ESP,Defensa,Valladolid,30,1988,35,33,2943,2,0,2,2,0,1.7,0.1,800 mil €
2088,Mathías Olivera,URU,Defensa,Getafe,21,1997,24,21,1870,0,1,1,7,1,0.6,0.8,"18,00 mill. €"
2089,Kenneth Omeruo,NGA,Defensa,Leganés,25,1993,23,22,1874,1,0,1,5,0,0.3,0.5,"1,00 mill. €"
2090,Javier Ontiveros,ESP,Delantero,Villarreal,21,1997,30,7,889,2,1,3,2,0,2.0,1.2,"2,00 mill. €"
2091,Fabián Orellana,CHI,Centrocampista,Eibar,33,1986,29,28,2390,8,7,15,9,1,8.0,5.7,"40,00 mill. €"
2092,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,22,1997,37,36,3051,10,11,21,4,0,8.4,7.4,200 mil €
2093,Jon Pacheco,ESP,Defensa,Real Sociedad,18,2001,1,1,77,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
2094,Daniel Parejo,ESP,Centrocampista,Valencia,30,1989,35,35,3024,8,3,11,6,1,6.5,4.2,"4,00 mill. €"
2095,Miquel Parera,ESP,PO,Mallorca,23,1996,1,1,90,0,0,0,0,0,0.0,0.0,700 mil €
2096,Thomas Partey,GHA,Centrocampista,Atlético Madrid,26,1993,35,29,2549,3,0,3,13,0,1.6,1.1,"35,00 mill. €"
2097,Paulino,ESP,Delantero,Alavés,22,1997,3,0,75,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
2098,Gabriel Paulista,BRA,Defensa,Valencia,28,1990,33,31,2801,1,1,2,5,0,0.9,0.0,"12,00 mill. €"
2099,Alfonso Pedraza,ESP,Defensa,Betis,23,1996,21,15,1349,1,0,1,3,0,1.1,0.7,"6,00 mill. €"
2100,Marc Pedraza,ESP,Centrocampista,Mallorca,32,1987,3,2,130,0,0,0,0,0,0.0,0.0,-
2101,Adrià Pedrosa,ESP,Defensa,Espanyol,21,1998,20,11,1087,1,0,1,3,0,1.2,0.2,"5,00 mill. €"
2102,Luis Perea,ESP,Delantero,Osasuna,21,1997,2,0,21,0,0,0,0,0,0.0,0.0,-
2103,Carles Pérez,ESP,Delantero,Barcelona,21,1998,10,5,476,1,2,3,0,0,1.0,0.3,"5,00 mill. €"
2104,Iñigo Pérez,ESP,Centrocampista,Osasuna,31,1988,22,11,1082,2,1,3,4,0,1.0,0.9,-
2105,Juan Pérez,ESP,PO,Osasuna,23,1996,2,2,180,0,0,0,0,0,0.0,0.0,300 mil €
2106,Kike Pérez,ESP,Centrocampista,Valladolid,22,1997,6,2,218,0,0,0,1,0,0.6,0.1,"4,50 mill. €"
2107,Lucas Pérez,ESP,Delantero,Alavés,30,1988,34,29,2496,11,5,16,4,0,10.8,6.8,800 mil €
2108,Rubén Pérez,ESP,Centrocampista,Leganés,30,1989,26,25,2194,1,1,2,9,0,1.3,0.4,800 mil €
2109,Samu Pérez,ESP,PO,Valladolid,22,1997,1,0,26,0,0,0,0,0,0.0,0.0,-
2110,Pablo Piatti,ARG,Defensa,Espanyol,30,1989,3,0,56,0,0,0,0,0,0.1,0.0,700 mil €
2111,Cristiano Piccini,ITA,Defensa,Valencia,26,1992,2,1,75,0,0,0,0,0,0.1,0.0,-
2112,Tomás Pina Isla,ESP,Centrocampista,Alavés,31,1987,20,17,1344,1,0,1,6,1,1.0,0.8,250 mil €
2113,Pipa,ESP,Defensa,Espanyol,21,1998,7,5,473,0,0,0,3,0,0.4,0.2,"1,20 mill. €"
2114,Óscar Plano,ESP,Centrocampista,Valladolid,28,1991,36,28,2505,4,2,6,6,0,4.2,2.7,400 mil €
2115,Pere Pons,ESP,Centrocampista,Alavés,26,1993,30,7,1088,1,1,2,3,0,0.2,1.1,"2,50 mill. €"
2116,Pedro Porro,ESP,Defensa,Valladolid,19,1999,13,7,739,0,0,0,1,0,0.0,0.2,"40,00 mill. €"
2117,Francisco Portillo,ESP,Centrocampista,Getafe,29,1990,16,3,376,0,2,2,3,0,0.2,1.1,"1,00 mill. €"
2118,Portu,ESP,Delantero,Real Sociedad,27,1992,35,25,2393,7,7,14,5,0,6.0,5.4,"3,50 mill. €"
2119,Sergio Postigo,ESP,Defensa,Levante,30,1988,28,27,2374,1,1,2,6,0,0.6,0.8,500 mil €
2120,Florent Poulolo,MTQ,Defensa,Getafe,22,1997,1,0,1,0,0,0,0,0,0.0,0.0,200 mil €
2121,Darío Poveda,ESP,Centrocampista,Atlético Madrid,22,1997,1,0,8,0,0,0,0,0,0.1,0.3,600 mil €
2122,Alejandro Pozo Pozo,ESP,Defensa,Mallorca,20,1999,19,16,1498,1,2,3,0,0,0.3,1.5,"3,00 mill. €"
2123,Alejandro Pozo Pozo,ESP,Centrocampista,Sevilla,20,1999,3,0,37,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
2124,Abdón Prats,ESP,Delantero,Mallorca,26,1992,20,0,279,0,0,0,1,0,1.5,0.0,"2,00 mill. €"
2125,Antonio Puertas,ESP,Delantero,Granada,27,1992,36,27,2563,7,3,10,7,0,6.5,3.6,"3,00 mill. €"
2126,Riqui Puig,ESP,Centrocampista,Barcelona,19,1999,11,5,510,0,2,2,1,0,0.7,1.8,"12,00 mill. €"
2127,Quini,ESP,Defensa,Granada,29,1989,10,8,718,0,0,0,2,0,0.3,0.2,-
2128,Xavi Quintillà,ESP,Defensa,Villarreal,22,1996,19,17,1573,0,2,2,6,0,0.2,2.4,600 mil €
2129,Quique,ESP,Delantero,Eibar,29,1990,15,4,490,0,1,1,0,0,0.6,0.2,-
2130,Nemanja Radoja,SRB,Centrocampista,Levante,26,1993,26,22,1993,1,0,1,3,0,0.1,0.6,"2,50 mill. €"
2131,Baba Rahman,GHA,Defensa,Mallorca,25,1994,2,2,108,0,0,0,1,0,0.1,0.0,"1,20 mill. €"
2132,Antonio Raillo,ESP,Defensa,Mallorca,27,1991,32,32,2775,1,0,1,9,1,2.0,0.3,"1,50 mill. €"
2133,Ivan Rakitić,CRO,Centrocampista,Barcelona,31,1988,31,16,1589,1,3,4,5,0,2.1,1.4,"4,00 mill. €"
2134,Sandro Ramírez,ESP,Delantero,Valladolid,24,1995,24,15,1306,3,1,4,2,0,4.7,1.8,-
2135,Iván Ramis,ESP,Defensa,Eibar,34,1984,7,6,457,1,0,1,1,0,0.3,0.2,300 mil €
2136,Adrián Ramos,COL,Delantero,Granada,33,1986,7,2,226,0,0,0,0,0,0.4,0.7,"1,80 mill. €"
2137,Sergio Ramos,ESP,Defensa,Real Madrid,33,1986,35,35,3013,11,0,11,10,0,10.2,0.6,"4,00 mill. €"
2138,Raúl,ESP,Delantero,Betis,18,2000,3,0,19,0,0,0,0,0,0.0,0.0,300 mil €
2139,Recio,ESP,Centrocampista,Leganés,28,1991,25,18,1570,0,0,0,11,0,1.1,0.4,"2,50 mill. €"
2140,Sergio Reguilón,ESP,Defensa,Sevilla,22,1996,31,29,2509,2,4,6,8,0,2.3,4.0,"10,00 mill. €"
2141,Manolo Reina,ESP,PO,Mallorca,34,1985,36,36,3240,0,0,0,4,0,0.0,0.0,200 mil €
2142,Álex Remiro,ESP,PO,Real Sociedad,24,1995,25,25,2250,0,0,0,0,0,0.1,0.0,"25,00 mill. €"
2143,Luis Rioja,ESP,Centrocampista,Alavés,25,1993,28,19,1634,0,0,0,3,0,0.4,2.2,-
2144,Rodrigo Riquelme,ESP,Delantero,Atlético Madrid,19,2000,1,0,13,0,0,0,0,0,0.0,0.0,"18,00 mill. €"
2145,Cristian Rivera,ESP,Centrocampista,Leganés,22,1997,5,3,311,0,0,0,3,0,0.0,0.1,"3,00 mill. €"
2146,Rober,ESP,Defensa,Levante,24,1995,4,2,191,0,0,0,0,0,0.0,0.0,"30,00 mill. €"
2147,Roberto,ESP,PO,Alavés,33,1986,9,8,790,0,0,0,1,0,0.0,0.0,"4,00 mill. €"
2148,Sergi Roberto,ESP,Defensa,Barcelona,27,1992,30,27,2339,1,2,3,8,0,0.6,2.5,900 mil €
2149,Joel Robles,ESP,PO,Betis,29,1990,33,33,2887,0,0,0,3,1,0.0,0.0,"15,00 mill. €"
2150,Marc Roca,ESP,Centrocampista,Espanyol,22,1996,35,35,3008,2,1,3,8,0,2.6,3.1,700 mil €
2151,Rubén Rochina,ESP,Centrocampista,Levante,28,1991,28,22,1875,4,3,7,5,0,3.3,3.7,"100,00 mill. €"
2152,Rodrigo,ESP,Delantero,Valencia,28,1991,27,23,1880,4,7,11,2,1,6.7,5.7,"2,20 mill. €"
2153,Kévin Rodrigues,POR,Defensa,Leganés,25,1994,26,22,1931,1,2,3,6,1,1.2,2.8,"2,20 mill. €"
2154,Kévin Rodrigues,POR,Defensa,Real Sociedad,25,1994,1,0,6,0,0,0,0,0,0.1,0.0,"10,00 mill. €"
2155,Ángel Rodríguez,ESP,Delantero,Getafe,32,1987,32,9,1407,10,3,13,6,0,7.5,2.5,600 mil €
2156,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Leganés,21,1998,30,22,1914,9,2,11,6,1,4.8,2.9,"5,00 mill. €"
