,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
249,Iglesias,ESP,Defensa,Getafe,24,1998,32,21,2146,1,0,1,7,0,0.9,1.0
250,Borja Iglesias,ESP,Delantero,Betis,29,1993,35,29,2365,15,3,18,2,1,14.9,2.8
251,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,32,1990,24,13,1076,1,0,1,5,0,0.8,0.4
252,Alexander Isak,SWE,Delantero,Real Sociedad,22,1999,2,2,152,1,0,1,0,0,0.2,0.1
253,Isco,ESP,Centrocampista,Sevilla,30,1992,12,10,799,0,2,2,5,0,0.4,1.7
254,Nicolas Jackson,SEN,Delantero,Villarreal,21,2001,26,16,1598,12,4,16,6,1,8.0,3.3
255,Adnan Januzaj,BEL,Delantero,Sevilla,27,1995,2,1,47,0,0,0,0,0,0.0,0.0
256,Luis Javier Suárez,COL,Delantero,Almería,24,1997,21,18,1490,4,4,8,4,1,4.4,2.1
257,Joaquín,ESP,Centrocampista,Betis,41,1981,22,2,496,0,2,2,2,0,0.7,1.8
258,Frenkie de Jong,NED,Centrocampista,Barcelona,25,1997,33,29,2534,2,4,6,3,0,2.4,4.3
259,Joan Jordán,ESP,Centrocampista,Sevilla,28,1994,23,19,1592,0,1,1,8,0,0.9,0.6
260,Josan,ESP,Defensa,Elche,32,1989,26,9,1078,1,3,4,3,0,0.4,1.6
261,Willian José,BRA,Delantero,Betis,30,1991,28,6,731,2,1,3,1,0,2.9,1.3
262,Joselu,ESP,Delantero,Espanyol,32,1990,34,33,2990,16,2,18,2,0,14.5,2.4
263,Juanmi,ESP,Delantero,Betis,29,1993,22,9,925,4,0,4,3,0,3.7,0.9
264,Juanpe,ESP,Defensa,Girona,31,1991,19,17,1426,1,0,1,3,0,0.5,0.2
265,Lago Junior,CIV,Delantero,Mallorca,31,1990,5,0,52,0,0,0,0,0,0.0,0.0
266,Vinicius Júnior,BRA,Delantero,Real Madrid,22,2000,33,32,2823,10,9,19,10,1,10.5,9.4
267,Filip Jørgensen,DEN,PO,Villarreal,20,2002,2,2,180,0,0,0,0,0,0.0,0.0
268,Tino Kadewere,ZIM,Delantero,Mallorca,26,1996,15,5,542,1,0,1,1,0,1.6,0.6
269,Kaiky,BRA,Defensa,Almería,18,2004,13,7,581,0,0,0,5,0,0.1,0.0
270,Jon Karrikaburu,ESP,Delantero,Real Sociedad,19,2002,6,0,93,0,0,0,1,0,0.3,0.3
271,Kenedy,BRA,Delantero,Valladolid,26,1996,12,2,275,0,1,1,3,0,0.5,0.6
272,Franck Kessié,CIV,Centrocampista,Barcelona,25,1996,28,7,990,1,1,2,4,0,1.8,0.7
273,Kiké,ESP,Delantero,Osasuna,32,1989,35,7,1021,2,0,2,5,0,4.4,1.1
274,Justin Kluivert,NED,Delantero,Valencia,23,1999,26,15,1447,6,0,6,4,0,6.6,2.4
275,Koke,ESP,Centrocampista,Atlético Madrid,30,1992,33,30,2545,0,3,3,4,0,0.8,1.7
276,Luca Koleosho,ITA,Delantero,Espanyol,17,2004,4,0,59,1,0,1,0,0,0.0,0.0
277,Geoffrey Kondogbia,CTA,Centrocampista,Atlético Madrid,29,1993,20,10,1006,0,2,2,5,0,0.7,0.9
278,Jules Koundé,FRA,Defensa,Barcelona,23,1998,29,28,2426,1,3,4,2,0,1.1,2.8
279,Toni Kroos,GER,Centrocampista,Real Madrid,32,1990,30,25,2155,2,4,6,2,1,1.4,4.4
280,Takefusa Kubo,JPN,Delantero,Real Sociedad,21,2001,35,29,2439,9,4,13,3,0,5.7,6.0
281,César de la Hoz,ESP,Centrocampista,Almería,30,1992,25,18,1673,1,0,1,6,0,0.4,0.9
282,Luca de la Torre,USA,Centrocampista,Celta Vigo,24,1998,28,16,1481,0,2,2,6,0,1.1,1.4
283,Érik Lamela,ARG,Delantero,Sevilla,30,1992,32,20,1844,6,0,6,10,1,5.3,1.4
284,Cyle Larin,CAN,Delantero,Valladolid,27,1995,19,16,1469,8,3,11,4,0,7.5,2.6
285,Juanmi Latasa,ESP,Delantero,Getafe,21,2001,18,2,448,1,0,1,2,0,1.1,0.6
286,Toni Lato,ESP,Defensa,Valencia,24,1997,24,9,914,1,0,1,1,0,0.8,0.9
287,Lázaro,BRA,Delantero,Almería,20,2002,19,7,716,6,0,6,1,0,4.0,0.8
288,Robin Le Normand,ESP,Defensa,Real Sociedad,25,1996,33,31,2796,0,0,0,6,0,1.0,0.1
289,Benjamin Lecomte,FRA,PO,Espanyol,31,1991,10,10,899,0,0,0,1,1,0.0,0.1
290,Florian Lejeune,FRA,Defensa,Rayo Vallecano,31,1991,31,31,2565,4,0,4,6,3,2.8,0.3
291,Iñigo Lekue,ESP,Defensa,Athletic Club,29,1993,20,14,1321,0,1,1,1,0,0.2,0.7
292,Thomas Lemar,FRA,Centrocampista,Atlético Madrid,26,1995,27,17,1252,1,3,4,1,0,0.9,1.9
293,Sergio León,ESP,Delantero,Valladolid,33,1989,29,14,1334,6,1,7,0,1,3.9,1.2
294,Robert Lewandowski,POL,Delantero,Barcelona,33,1988,34,33,2847,23,7,30,4,1,24.3,6.3
295,Samuel Lino,BRA,Delantero,Valencia,22,1999,38,33,2887,6,1,7,4,0,7.8,2.1
296,Pol Lirola,ESP,Defensa,Elche,24,1997,12,7,628,1,0,1,1,0,0.2,0.7
297,Javier Llabrés,ESP,Delantero,Mallorca,19,2002,1,0,17,0,0,0,0,0,0.0,0.0
298,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,27,1995,22,21,1703,1,2,3,5,0,2.1,3.8
299,Giovani Lo Celso,ARG,Centrocampista,Villarreal,26,1996,22,14,1126,2,3,5,3,0,2.5,3.3
300,David López,ESP,Defensa,Girona,32,1989,20,19,1652,3,1,4,5,0,1.5,0.6
301,Diego López,ESP,PO,Rayo Vallecano,40,1981,2,1,96,0,0,0,0,0,0.0,0.0
302,Diego López,ESP,Delantero,Valencia,20,2002,10,5,447,3,1,4,0,0,3.5,1.1
303,Unai López,ESP,Centrocampista,Rayo Vallecano,26,1995,34,12,1254,1,2,3,2,0,1.3,1.4
304,Anthony Lozano,HON,Delantero,Cádiz,29,1993,28,14,1443,1,1,2,6,0,2.7,0.8
305,Pol Lozano,ESP,Centrocampista,Espanyol,22,1999,4,0,17,0,0,0,1,0,0.0,0.0
306,José Luis Gayà,ESP,Defensa,Valencia,27,1995,31,31,2709,1,3,4,4,0,1.9,5.5
307,José Luis Morales,ESP,Delantero,Villarreal,35,1987,29,11,1211,7,0,7,2,0,6.5,1.6
308,Andriy Lunin,UKR,PO,Real Madrid,23,1999,7,7,630,0,0,0,0,0,0.0,0.0
309,Awer Mabil,AUS,Centrocampista,Cádiz,26,1995,5,1,165,0,0,0,0,0,0.2,0.0
310,Darwin Machís,VEN,Delantero,Valladolid,29,1993,11,7,599,0,1,1,1,0,1.1,2.1
311,Pablo Maffeo,ESP,Defensa,Mallorca,25,1997,35,34,2975,2,4,6,6,1,1.8,3.0
312,Lisandro Magallán,ARG,Defensa,Elche,28,1993,14,11,902,0,0,0,0,1,0.6,0.1
313,Nemanja Maksimović,SRB,Centrocampista,Getafe,27,1995,29,26,2053,0,0,0,3,0,1.8,0.6
314,Hugo Mallo,ESP,Defensa,Celta Vigo,31,1991,26,26,2163,0,1,1,6,1,1.4,2.6
315,Mickael Malsa,MTQ,Centrocampista,Valladolid,26,1995,5,0,69,0,0,0,0,0,0.0,0.0
316,Giorgi Mamardashvili,GEO,PO,Valencia,21,2000,38,38,3420,0,0,0,3,0,0.0,0.0
317,Reinildo Mandava,MOZ,Defensa,Atlético Madrid,28,1994,22,22,1857,0,0,0,4,0,0.4,0.5
318,Aïssa Mandi,ALG,Defensa,Villarreal,30,1991,21,16,1461,0,0,0,1,0,0.1,0.3
319,Marcão,BRA,Defensa,Sevilla,26,1996,5,4,375,0,0,0,2,0,0.0,0.0
320,Agustín Marchesín,ARG,PO,Celta Vigo,34,1988,19,19,1710,0,0,0,2,0,0.0,0.0
321,Óscar de Marcos,ESP,Defensa,Athletic Club,33,1989,37,32,2819,1,6,7,7,0,0.4,3.5
322,Alberto Marí,ESP,Delantero,Valencia,21,2001,5,0,86,1,0,1,1,0,0.2,0.0
323,José Mari,ESP,Centrocampista,Cádiz,34,1987,18,2,397,0,0,0,4,0,0.1,0.3
324,José María Giménez,URU,Defensa,Atlético Madrid,27,1995,28,26,2423,2,1,3,9,0,2.0,0.6
325,Mariano,DOM,Delantero,Real Madrid,28,1993,9,1,157,0,0,0,2,0,0.6,0.4
326,Pablo Marín,ESP,Centrocampista,Real Sociedad,19,2003,10,3,360,0,0,0,1,0,1.2,0.8
327,Diego Mariño,ESP,PO,Almería,32,1990,1,0,45,0,0,0,0,0,0.0,0.0
328,Roger Martí,ESP,Delantero,Elche,31,1991,12,8,655,0,1,1,2,0,0.6,0.7
329,Roger Martí,ESP,Delantero,Cádiz,31,1991,14,8,639,1,0,1,1,0,2.5,0.5
330,Ander Martin,ESP,Centrocampista,Real Sociedad,21,2000,3,0,41,0,0,0,0,0,0.0,0.1
331,Andrés Martín,ESP,Delantero,Rayo Vallecano,23,1999,9,3,205,0,0,0,1,0,0.5,0.5
332,Carlos Martín,ESP,Delantero,Atlético Madrid,20,2002,4,0,28,0,0,0,1,0,0.1,0.0
333,Iván Martín,ESP,Centrocampista,Girona,23,1999,24,18,1586,3,3,6,2,0,2.4,2.2
334,Arnau Martinez,ESP,Defensa,Girona,19,2003,33,32,2732,3,4,7,11,0,1.9,4.3
335,Iñigo Martínez,ESP,Defensa,Athletic Club,31,1991,15,15,1338,1,0,1,1,0,0.8,0.3
336,Roger Martínez,ESP,Defensa,Espanyol,18,2004,1,0,7,0,0,0,0,0,0.0,0.0
337,Omar Mascarell,ESP,Centrocampista,Elche,29,1993,28,28,2447,0,1,1,6,0,0.4,1.1
338,Jordi Masip,ESP,PO,Valladolid,33,1989,28,28,2507,0,0,0,4,0,0.0,0.0
339,Jaime Mata,ESP,Delantero,Getafe,33,1988,18,5,437,1,1,2,5,0,1.9,1.3
340,Borja Mayoral,ESP,Delantero,Getafe,25,1997,35,33,2759,8,2,10,4,0,7.9,2.7
341,Mamadou Mbaye,SEN,Defensa,Cádiz,24,1998,14,7,760,0,0,0,2,0,0.1,0.2
342,Fernando Medrano,ESP,Defensa,Celta Vigo,22,2000,1,0,13,0,0,0,0,0,0.0,0.0
343,Gonzalo Melero,ESP,Centrocampista,Almería,28,1994,27,24,1855,4,3,7,5,0,3.0,1.8
344,Memphis,NED,Delantero,Atlético Madrid,28,1994,8,3,270,4,0,4,1,0,3.0,0.5
345,Memphis,NED,Delantero,Barcelona,28,1994,2,2,114,1,0,1,0,0,0.9,0.1
346,Houboulang Mendes,GNB,Defensa,Almería,24,1998,14,11,886,0,1,1,2,0,0.0,0.3
347,Brais Méndez,ESP,Centrocampista,Real Sociedad,25,1997,34,28,2407,8,4,12,6,0,5.6,3.8
348,Diego Méndez,ESP,Centrocampista,Rayo Vallecano,18,2003,1,0,1,0,0,0,0,0,0.0,0.0
349,Ferland Mendy,FRA,Defensa,Real Madrid,27,1995,18,17,1351,0,1,1,2,0,0.3,0.6
350,Jorge Meré,ESP,Defensa,Cádiz,25,1997,10,6,601,0,0,0,0,0,0.2,0.0
351,Mikel Merino,ESP,Centrocampista,Real Sociedad,26,1996,33,28,2494,2,9,11,5,1,4.3,5.4
352,Roque Mesa,ESP,Centrocampista,Valladolid,33,1989,29,20,1617,2,1,3,11,1,1.4,1.0
353,Éder Militão,BRA,Defensa,Real Madrid,24,1998,33,30,2703,5,0,5,4,0,2.4,0.6
354,Luis Milla,ESP,Centrocampista,Getafe,27,1994,27,22,1856,0,3,3,6,1,0.3,1.3
355,Pere Milla,ESP,Delantero,Elche,29,1992,31,21,1843,6,1,7,7,0,5.4,1.2
356,Marko Milovanović,SRB,Delantero,Almería,18,2003,2,0,15,0,0,0,1,0,0.1,0.0
357,Óscar Mingueza,ESP,Defensa,Celta Vigo,23,1999,21,13,1284,0,0,0,2,0,0.4,1.4
358,Rafa Mir,ESP,Delantero,Sevilla,25,1997,26,16,1298,6,0,6,1,0,7.4,1.0
359,Juan Miranda,ESP,Defensa,Betis,22,2000,21,16,1472,3,2,5,1,1,2.4,2.9
360,Stefan Mitrović,SRB,Defensa,Getafe,32,1990,22,18,1680,0,0,0,5,0,0.1,0.0
361,Luka Modrić,CRO,Centrocampista,Real Madrid,36,1985,33,19,1744,4,3,7,7,0,4.2,4.5
362,Johan Mojica,COL,Defensa,Villarreal,29,1992,17,5,642,0,0,0,0,0,0.1,0.9
363,Johan Mojica,COL,Defensa,Elche,29,1992,3,3,270,0,0,0,2,0,0.1,0.3
364,Nahuel Molina,ARG,Defensa,Atlético Madrid,24,1998,33,33,2867,4,2,6,7,1,2.6,3.9
365,Jon Moncayola,ESP,Centrocampista,Osasuna,24,1998,37,25,2448,1,3,4,6,0,2.0,1.8
366,Monchu,ESP,Centrocampista,Valladolid,22,1999,33,23,2031,3,2,5,10,0,2.5,2.0
367,César Montes,MEX,Defensa,Espanyol,25,1997,20,18,1590,3,0,3,6,0,0.9,0.0
368,Gonzalo Montiel,ARG,Defensa,Sevilla,25,1997,28,17,1524,0,3,3,8,1,0.8,2.1
369,Martín Montoya,ESP,Defensa,Betis,31,1991,6,6,453,0,0,0,1,0,0.0,0.7
370,Álvaro Morata,ESP,Delantero,Atlético Madrid,29,1992,36,23,1900,13,2,15,4,0,11.8,2.0
371,Jon Morcillo,ESP,Delantero,Athletic Club,23,1998,10,0,76,0,1,1,0,0,0.1,0.3
372,Alberto Moreno,ESP,Defensa,Villarreal,30,1992,24,14,1296,0,1,1,7,0,0.9,1.4
373,Álex Moreno,ESP,Defensa,Betis,29,1993,15,15,1350,0,3,3,1,0,1.3,1.5
374,Diego Moreno,ESP,Defensa,Osasuna,21,2001,11,7,638,0,0,0,1,0,0.4,0.2
375,Gerard Moreno,ESP,Delantero,Villarreal,30,1992,21,14,1230,7,3,10,4,0,8.7,2.7
376,Tete Morente,ESP,Centrocampista,Elche,25,1996,32,23,2068,4,0,4,5,0,4.2,1.1
377,Ilaix Moriba,GUI,Centrocampista,Valencia,19,2003,24,10,1011,0,2,2,6,2,1.2,1.0
378,Manu Morlanes,ESP,Centrocampista,Villarreal,23,1999,4,2,158,0,0,0,0,1,0.0,0.0
379,Manu Morlanes,ESP,Centrocampista,Mallorca,23,1999,12,9,706,1,0,1,3,0,0.3,0.7
380,Loren Morón,ESP,Delantero,Betis,28,1993,2,0,15,0,0,0,1,0,0.0,0.0
381,Cristhian Mosquera,COL,Defensa,Valencia,18,2004,3,1,145,0,0,0,0,0,0.2,0.0
382,Abdul Mumin,GHA,Defensa,Rayo Vallecano,24,1998,16,9,922,0,0,0,2,0,0.4,0.0
383,Iker Muniain,ESP,Centrocampista,Athletic Club,29,1992,30,19,1689,0,3,3,2,0,3.0,3.9
384,Aihen Muñoz,ESP,Defensa,Real Sociedad,24,1997,23,20,1756,0,1,1,2,0,0.2,0.9
385,Álvaro Muñoz,URU,Delantero,Real Madrid,18,2004,6,0,79,1,1,2,0,0,0.2,0.3
386,Iker Muñoz,ESP,Centrocampista,Osasuna,19,2002,8,2,254,0,0,0,0,0,0.1,0.0
387,Pablo Muñoz,ESP,Centrocampista,Rayo Vallecano,18,2003,2,0,12,0,0,0,0,0,0.0,0.0
388,Vedat Muriqi,KVX,Delantero,Mallorca,28,1994,35,34,2937,15,3,18,6,1,12.5,2.1
389,Yunus Musah,USA,Centrocampista,Valencia,19,2002,33,26,2110,0,2,2,10,1,1.8,1.8
390,Francisco Mwepu,ZAM,Delantero,Cádiz,22,2000,1,0,21,0,0,0,0,0,0.0,0.0
391,Nacho,ESP,Defensa,Real Madrid,32,1990,27,18,1637,1,1,2,7,0,0.8,0.9
392,Juanjo Narváez,COL,Centrocampista,Valladolid,27,1995,5,1,148,0,0,0,0,0,0.2,0.0
393,Matija Nastasić,SRB,Defensa,Mallorca,29,1993,14,10,906,1,0,1,3,0,0.5,0.0
394,Roberto Navarro,ESP,Centrocampista,Real Sociedad,20,2002,17,1,351,0,0,0,2,0,1.0,1.2
395,Jesús Navas,ESP,Defensa,Sevilla,36,1985,32,21,1981,0,0,0,5,0,0.3,2.8
396,Tanguy Nianzou,FRA,Defensa,Sevilla,20,2002,19,16,1366,1,0,1,1,1,0.5,0.0
397,Saúl Ñíguez,ESP,Centrocampista,Atlético Madrid,27,1994,31,11,1100,3,1,4,8,0,2.4,0.7
398,Fernando Niño,ESP,Centrocampista,Villarreal,21,2000,3,0,22,0,0,0,0,0,0.1,0.0
399,Unai Núñez,ESP,Defensa,Celta Vigo,25,1997,36,35,3151,0,0,0,8,0,1.2,0.1
400,Jan Oblak,SVN,PO,Atlético Madrid,29,1993,28,28,2492,0,0,0,1,0,0.0,0.0
401,Brian Ocampo,URU,Centrocampista,Cádiz,23,1999,18,15,1119,1,1,2,2,0,0.5,1.7
402,Lucas Ocampos,ARG,Delantero,Sevilla,28,1994,19,11,1165,4,0,4,7,0,4.5,1.4
403,Álvaro Odriozola,ESP,Defensa,Real Madrid,26,1995,3,0,39,0,0,0,0,0,0.2,0.3
404,Olasagasti,ESP,Centrocampista,Real Sociedad,21,2000,3,0,65,0,0,0,0,0,0.0,0.0
405,Lucas Olaza,URU,Defensa,Valladolid,28,1994,23,16,1494,0,1,1,3,0,0.4,1.0
406,Brian Oliván,ESP,Defensa,Espanyol,28,1994,30,29,2403,1,7,8,7,0,0.6,4.3
407,Lucas Oliveira Rosa,BRA,Defensa,Valladolid,22,2000,17,11,931,0,1,1,3,0,0.4,1.0
408,Aimar Oroz,ESP,Centrocampista,Osasuna,20,2001,31,23,2013,3,6,9,6,0,3.6,2.8
409,Pedro Ortiz,ESP,Centrocampista,Sevilla,21,2000,1,0,1,0,0,0,0,0,0.0,0.0
410,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,25,1997,23,14,1214,4,1,5,1,0,4.6,2.2
411,Cenk Özkacar,TUR,Defensa,Valencia,21,2000,17,14,1365,0,0,0,1,0,0.8,0.2
412,Fernando Pacheco,ESP,PO,Almería,30,1992,1,1,90,0,0,0,0,0,0.0,0.0
413,Fernando Pacheco,ESP,PO,Espanyol,30,1992,16,16,1440,0,0,0,0,0,0.0,0.2
414,Jon Pacheco,ESP,Defensa,Real Sociedad,21,2001,17,12,1193,0,1,1,2,0,0.1,0.1
415,Gonçalo Paciência,POR,Delantero,Celta Vigo,27,1994,25,5,662,2,0,2,2,1,1.9,0.6
416,Helibelton Palacios,COL,Defensa,Elche,29,1993,24,23,1915,0,0,0,6,0,0.4,0.7
417,Isaac Palazón Camacho,ESP,Delantero,Rayo Vallecano,27,1994,37,36,2965,9,5,14,4,0,7.7,5.2
418,Aitor Paredes,ESP,Defensa,Athletic Club,22,2000,16,9,859,0,0,0,3,0,0.5,0.4
419,Daniel Parejo,ESP,Centrocampista,Villarreal,33,1989,37,37,3285,3,4,7,6,0,4.7,4.1
420,Moises Parra Gutierrez,ESP,Delantero,Getafe,20,2002,1,0,10,0,0,0,0,0,0.0,0.0
421,Raúl Parra,ESP,Defensa,Cádiz,22,1999,6,4,310,0,0,0,1,0,0.0,0.0
422,Pascu,ESP,Defensa,Villarreal,19,2003,2,0,10,1,0,1,0,0,0.1,0.0
423,Javier Pastore,ARG,Centrocampista,Elche,33,1989,1,0,5,0,0,0,0,0,0.0,0.0
424,Gabriel Paulista,BRA,Defensa,Valencia,31,1990,21,18,1504,1,0,1,4,2,0.7,0.3
425,Alfonso Pedraza,ESP,Defensa,Villarreal,26,1996,26,20,1633,0,3,3,5,0,1.2,2.0
426,Pedri,ESP,Centrocampista,Barcelona,19,2002,26,22,1976,6,1,7,2,0,4.9,5.0
427,Adrià Pedrosa,ESP,Defensa,Espanyol,24,1998,7,2,229,0,0,0,0,0,0.1,0.7
428,Iñaki Peña,ESP,PO,Barcelona,23,1999,2,0,73,0,0,0,0,0,0.0,0.0
429,Alberto Perea,ESP,Centrocampista,Cádiz,31,1990,1,1,45,0,0,0,0,0,0.0,0.0
430,Ayoze Pérez,ESP,Delantero,Betis,29,1993,19,17,1386,3,1,4,3,0,4.6,2.0
431,Carles Pérez,ESP,Centrocampista,Celta Vigo,24,1998,35,23,2144,3,5,8,5,0,2.8,2.0
432,Francisco Perez,ESP,Delantero,Valencia,19,2002,7,0,141,0,0,0,2,0,0.0,0.0
433,Kike Pérez,ESP,Centrocampista,Valladolid,25,1997,36,28,2307,1,2,3,9,0,2.3,2.2
434,Lucas Pérez,ESP,Delantero,Cádiz,33,1988,14,5,628,3,0,3,3,0,2.0,0.6
435,Luis Pérez,ESP,Defensa,Valladolid,27,1995,18,15,1213,0,1,1,2,0,0.1,0.9
436,Germán Pezzella,ARG,Defensa,Betis,31,1991,31,29,2511,0,0,0,4,3,0.9,0.2
437,Ronaël Pierre-Gabriel,FRA,Defensa,Espanyol,24,1998,8,2,236,1,0,1,2,1,0.2,0.3
438,Gerard Piqué,ESP,Defensa,Barcelona,35,1987,6,4,384,0,0,0,2,1,0.4,0.0
439,Óscar Plano,ESP,Delantero,Valladolid,31,1991,33,22,2038,1,1,2,3,0,2.8,1.6
440,Gonzalo Plata,ECU,Delantero,Valladolid,21,2000,34,26,2302,1,5,6,1,0,3.7,3.1
441,Ezequiel Ponce,ARG,Delantero,Elche,25,1997,33,8,1122,4,0,4,2,1,3.6,0.7
442,Francisco Portillo,ESP,Centrocampista,Almería,32,1990,27,4,722,2,1,3,1,0,0.7,1.0
443,Portu,ESP,Centrocampista,Getafe,30,1992,34,17,1770,0,3,3,7,1,1.7,1.9
444,José Pozo,ESP,Centrocampista,Rayo Vallecano,26,1996,8,1,88,0,0,0,0,0,0.0,0.1
445,Manuel Pozo,ESP,Delantero,Valladolid,20,2001,1,0,19,0,0,0,0,0,0.1,0.0
446,Alejandro Pozo Pozo,ESP,Defensa,Almería,23,1999,30,20,1880,0,3,3,2,0,0.5,3.6
447,Abdón Prats,ESP,Delantero,Mallorca,29,1992,26,2,416,1,1,2,1,0,0.7,1.4
448,Javi Puado,ESP,Delantero,Espanyol,24,1998,37,25,2340,7,2,9,4,0,7.8,2.6
449,Arnau Puigmal,ESP,Centrocampista,Almería,21,2001,22,7,763,1,0,1,4,0,1.1,0.5
450,Domingos Quina,POR,Centrocampista,Elche,22,1999,10,2,275,0,0,0,3,1,0.2,0.4
451,Rubén Quintanilla,ESP,Defensa,Mallorca,20,2002,1,0,4,0,0,0,0,0,0.0,0.0
452,Antonio Raillo,ESP,Defensa,Mallorca,30,1991,31,31,2766,2,3,5,11,1,0.6,1.1
453,Predrag Rajković,SRB,PO,Mallorca,26,1995,36,36,3240,0,0,0,3,0,0.0,0.5
454,Ivan Rakitić,CRO,Centrocampista,Sevilla,34,1988,31,21,1788,1,3,4,3,1,3.3,1.9
455,Largie Ramazani,BEL,Delantero,Almería,21,2001,33,13,1403,3,1,4,6,0,4.2,1.7
456,Chris Ramos,ESP,Delantero,Cádiz,25,1997,15,7,710,1,0,1,2,0,3.0,0.2
457,Raphinha,BRA,Delantero,Barcelona,25,1996,36,25,2072,7,7,14,9,0,9.3,9.8
458,Sergio Reguilón,ESP,Defensa,Atlético Madrid,25,1996,11,2,309,0,0,0,3,1,0.2,0.4
459,Pepe Reina,ESP,PO,Villarreal,39,1982,22,22,1980,0,0,0,2,0,0.0,0.7
460,Reinier,BRA,Centrocampista,Girona,20,2002,18,5,647,2,1,3,1,1,1.3,0.6
461,Karim Rekik,NED,Defensa,Sevilla,27,1994,16,15,1181,1,1,2,2,0,0.8,0.1
462,Álex Remiro,ESP,PO,Real Sociedad,27,1995,38,38,3420,0,0,0,1,0,0.0,0.0
463,Alejandro Revuelta Montero,ESP,Defensa,Getafe,22,2000,1,0,1,0,0,0,0,0,0.0,0.0
464,Chadi Riad,MAR,Centrocampista,Barcelona,19,2003,1,0,2,0,0,0,0,0,0.0,0.0
465,Diego Rico,ESP,Defensa,Real Sociedad,29,1993,20,18,1646,0,0,0,3,0,0.2,1.5
466,Rodrigo Riquelme,ESP,Centrocampista,Girona,22,2000,34,25,2179,4,4,8,1,0,4.0,3.6
467,Sergi Roberto,ESP,Defensa,Barcelona,30,1992,23,15,1308,4,1,5,3,0,2.4,0.9
468,Lucas Robertone,ARG,Centrocampista,Almería,25,1997,37,34,2843,2,7,9,7,0,2.6,6.6
469,Joel Roca,ESP,Centrocampista,Girona,17,2005,5,0,84,0,0,0,1,0,0.3,0.0
470,Enzo Roco,CHI,Defensa,Elche,29,1992,22,19,1652,0,0,0,7,1,0.6,0.0
471,Rodri,ESP,Delantero,Betis,22,2000,30,19,1601,2,3,5,0,0,1.4,2.2
472,Ángel Rodríguez,ESP,Delantero,Mallorca,35,1987,17,2,394,1,0,1,1,0,2.8,0.1
473,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Celta Vigo,24,1998,33,19,1775,2,0,2,6,0,3.6,2.2
474,Dani Rodríguez,ESP,Centrocampista,Mallorca,34,1988,35,26,2100,3,6,9,8,0,2.4,3.2
475,Guido Rodríguez,ARG,Centrocampista,Betis,28,1994,34,33,2872,1,0,1,8,0,1.2,0.4
476,Miguel Rodríguez,ESP,Centrocampista,Celta Vigo,19,2003,7,3,252,1,1,2,0,0,0.2,0.1
477,Rodrygo,BRA,Delantero,Real Madrid,21,2001,34,25,2379,9,8,17,4,0,13.7,7.0
478,Leonardo Román,ESP,PO,Mallorca,22,2000,1,1,90,0,0,0,0,0,0.0,0.0
479,Iván Romero,ESP,Centrocampista,Sevilla,21,2001,1,0,11,0,0,0,1,0,0.0,0.0
480,Oriol Romeu,ESP,Centrocampista,Girona,30,1991,33,33,2950,2,0,2,10,1,1.8,0.9
481,Rubén,ESP,Defensa,Espanyol,21,2001,18,9,888,0,2,2,1,0,0.5,1.5
482,Antonio Rüdiger,GER,Defensa,Real Madrid,29,1993,33,26,2415,1,0,1,1,0,1.8,0.1
483,Aitor Ruibal,ESP,Defensa,Betis,26,1996,26,15,1454,0,0,0,4,1,0.8,2.1
484,Víctor Ruiz,ESP,Defensa,Betis,33,1989,10,5,560,0,0,0,0,0,0.1,0.2
485,Gerónimo Rulli,ARG,PO,Villarreal,30,1992,14,14,1260,0,0,0,1,0,0.0,0.0
486,Franco Russo,ARG,Defensa,Mallorca,27,1994,3,2,145,0,0,0,0,0,0.0,0.0
487,Youssouf Sabaly,SEN,Defensa,Betis,29,1993,23,19,1680,1,1,2,2,0,0.5,0.8
488,Umar Sadiq,NGA,Delantero,Almería,25,1997,3,3,240,2,0,2,1,0,1.5,0.2
489,Umar Sadiq,NGA,Delantero,Real Sociedad,25,1997,2,1,82,1,0,1,0,0,0.5,0.0
490,Samuel Sáiz,ESP,Centrocampista,Girona,31,1991,8,1,240,2,0,2,1,0,1.7,0.2
491,Kike Salas,ESP,Defensa,Sevilla,20,2002,6,4,368,1,1,2,1,1,0.2,0.2
492,Salvi,ESP,Delantero,Rayo Vallecano,31,1991,24,4,490,0,0,0,2,0,0.8,0.7
493,Fede San Emeterio,ESP,Centrocampista,Cádiz,25,1997,33,24,1844,0,1,1,14,0,0.3,0.8
494,Oihan Sancet,ESP,Centrocampista,Athletic Club,22,2000,36,32,2532,10,2,12,6,1,7.6,4.2
495,Antonio Sánchez,ESP,Centrocampista,Mallorca,25,1997,32,11,1076,0,0,0,5,0,0.6,0.8
496,Iván Sánchez,ESP,Centrocampista,Valladolid,29,1992,25,13,1154,1,1,2,0,0,0.8,1.6
497,Javi Sánchez,ESP,Defensa,Valladolid,25,1997,32,28,2392,1,0,1,11,0,0.7,0.1
