,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
85,Gianluigi Buffon,ITA,PO,Juventus,39,1978,21,21,1862,0,0,0,1,0,0.0,0.0
86,Alessandro Buongiorno,ITA,Defensa,Torino,18,1999,1,0,9,0,0,0,0,0,0.0,0.0
87,Nicolás Burdisso,ARG,Defensa,Torino,36,1981,24,23,2069,0,0,0,6,0,1.7,0.2
88,Leandro Cabrera,URU,Defensa,Crotone,26,1991,5,4,365,0,0,0,0,0,0.2,0.1
89,Fabrizio Cacciatore,ITA,Defensa,Chievo,30,1986,33,32,2871,2,2,4,5,1,1.2,2.8
90,Martín Cáceres,URU,Defensa,Hellas Verona,30,1987,14,14,1165,3,1,4,3,0,2.0,0.3
91,Martín Cáceres,URU,Defensa,Lazio,30,1987,6,4,441,1,0,1,0,0,0.5,0.5
92,Felipe Caicedo,ECU,Delantero,Lazio,28,1988,22,4,717,3,2,5,1,0,3.9,0.8
93,Davide Calabria,ITA,Defensa,Milan,20,1996,21,18,1564,1,2,3,1,2,0.8,2.3
94,Mattia Caldara,ITA,Defensa,Atalanta,23,1994,24,24,2160,3,1,4,5,0,3.3,0.1
95,Hakan Çalhanoğlu,TUR,Delantero,Milan,23,1994,31,25,2172,6,6,12,6,2,5.2,7.1
96,Fabrizio Caligara,ITA,Centrocampista,Cagliari,17,2000,1,0,18,0,0,0,1,0,0.0,0.0
97,José Callejón,ESP,Delantero,Napoli,30,1987,38,38,3238,10,9,19,3,0,9.6,7.3
98,Simone Calvano,ITA,Centrocampista,Hellas Verona,24,1993,15,7,644,0,0,0,1,0,0.3,0.5
99,João Cancelo,POR,Defensa,Inter,23,1994,26,20,1851,1,2,3,4,0,0.4,4.1
100,Antonio Candreva,ITA,Delantero,Inter,30,1987,36,33,2537,0,7,7,4,0,4.0,7.9
101,Paolo Cannavaro,ITA,Defensa,Sassuolo,36,1981,19,16,1443,0,0,0,3,0,0.3,0.1
102,Leonardo Capezzi,ITA,Centrocampista,Sampdoria,22,1995,6,2,214,0,1,1,0,0,0.0,0.7
103,Elio Capradossi,ITA,Defensa,Roma,21,1996,2,1,83,0,0,0,0,0,0.0,0.0
104,Gianluca Caprari,ITA,Delantero,Sampdoria,24,1993,34,19,1809,5,3,8,5,2,8.2,3.4
105,Marco Capuano,ITA,Defensa,Crotone,25,1991,16,16,1407,0,0,0,4,2,0.1,0.0
106,Marco Capuano,ITA,Defensa,Cagliari,25,1991,9,7,690,0,0,0,2,0,0.1,0.1
107,Antonio Caracciolo,ITA,Defensa,Hellas Verona,27,1990,33,32,2857,2,4,6,6,0,1.6,1.0
108,Francesco Cassata,ITA,Centrocampista,Sassuolo,20,1997,10,5,458,1,0,1,3,1,0.2,0.1
109,Timothy Castagne,BEL,Defensa,Atalanta,21,1995,20,17,1500,0,1,1,4,0,1.1,2.2
110,Leandro Castán,BRA,Defensa,Cagliari,30,1986,14,13,1141,0,1,1,5,0,0.1,0.2
111,Lucas Castro,ARG,Centrocampista,Chievo,28,1989,25,23,1985,3,4,7,3,0,3.4,2.6
112,Danilo Cataldi,ITA,Centrocampista,Benevento,22,1994,29,25,2282,1,4,5,10,2,1.5,2.3
113,Federico Ceccherini,ITA,Defensa,Crotone,25,1992,37,37,3229,1,0,1,4,1,1.6,0.6
114,Ricardo Centurión,ARG,Centrocampista,Genoa,24,1993,3,1,54,0,0,0,0,0,0.0,0.0
115,Luca Ceppitelli,ITA,Defensa,Cagliari,27,1989,27,26,2227,3,0,3,7,0,1.1,1.2
116,Fabio Ceravolo,ITA,Delantero,Benevento,30,1987,1,1,57,0,0,0,0,0,0.0,0.0
117,Alessio Cerci,ITA,Delantero,Hellas Verona,30,1987,24,22,1635,3,1,4,1,0,3.3,4.1
118,Boštjan Cesar,SVN,Defensa,Chievo,35,1982,10,5,550,0,0,0,1,0,0.0,0.0
119,Damir Ceter,COL,Delantero,Cagliari,19,1997,6,1,199,0,0,0,0,0,0.1,0.3
120,Raman Chibsah,GHA,Centrocampista,Benevento,24,1993,14,12,1048,0,0,0,4,0,0.9,0.6
121,Giorgio Chiellini,ITA,Defensa,Juventus,32,1984,26,25,2161,0,1,1,2,0,0.6,0.7
122,Federico Chiesa,ITA,Delantero,Fiorentina,19,1997,36,35,3012,6,4,10,7,0,7.0,6.3
123,Vlad Chiricheș,ROU,Defensa,Napoli,27,1989,7,7,582,0,0,0,1,0,0.3,0.0
124,Amato Ciciretti,ITA,Centrocampista,Benevento,23,1993,12,9,807,2,1,3,0,0,1.6,1.5
125,Luca Cigarini,ITA,Centrocampista,Cagliari,31,1986,26,24,2024,2,3,5,13,2,1.6,4.5
126,Thiago Cionek,POL,Defensa,SPAL,31,1986,15,15,1350,1,0,1,5,0,0.5,0.1
127,Karamoko Cissé,GUI,Delantero,Benevento,28,1988,2,0,14,0,0,0,0,0,0.0,0.1
128,Massimo Coda,ITA,Delantero,Benevento,28,1988,24,14,1417,4,1,5,1,0,5.6,1.3
129,Isaac Cofie,GHA,Centrocampista,Genoa,25,1991,12,6,591,0,0,0,1,0,0.2,0.0
130,Andrea Consigli,ITA,PO,Sassuolo,30,1987,37,37,3316,0,0,0,2,0,0.0,0.0
131,Andrea Conti,ITA,Defensa,Milan,23,1994,2,2,157,0,0,0,0,0,0.0,0.1
132,Duje Čop,CRO,Delantero,Cagliari,27,1990,2,1,96,0,0,0,0,0,0.0,0.0
133,Alex Cordaz,ITA,PO,Crotone,34,1983,38,38,3420,0,0,0,2,0,0.0,0.2
134,Andreas Cornelius,DEN,Delantero,Atalanta,24,1993,23,8,934,3,1,4,0,0,3.8,2.1
135,Andrea Cossu,ITA,Centrocampista,Cagliari,37,1980,11,2,243,0,1,1,0,0,0.1,0.3
136,Andrea Costa,ITA,Defensa,Benevento,31,1986,16,16,1375,0,0,0,5,0,1.3,0.1
137,Douglas Costa,BRA,Delantero,Juventus,26,1990,31,18,1795,4,6,10,1,0,3.0,7.6
138,Filippo Costa,ITA,Defensa,SPAL,22,1995,23,14,1473,0,1,1,4,0,0.3,1.0
139,Angelo da Costa Júnior,BRA,PO,Bologna,33,1983,4,4,360,0,0,0,0,0,0.0,0.0
140,Alessio Cragno,ITA,PO,Cagliari,23,1994,29,29,2536,0,0,0,0,0,0.0,0.0
141,Michele Cremonesi,ITA,Defensa,SPAL,29,1988,5,4,385,0,0,0,2,0,0.0,0.0
142,Lorenzo Crisetig,ITA,Centrocampista,Bologna,24,1993,8,6,558,0,0,0,4,0,0.0,0.0
143,Bryan Cristante,ITA,Centrocampista,Atalanta,22,1995,36,33,2824,9,2,11,4,0,8.2,4.9
144,Sebastián Cristóforo,URU,Centrocampista,Fiorentina,23,1993,7,3,268,0,0,0,1,0,0.1,0.4
145,Giovanni Crociata,ITA,Centrocampista,Crotone,19,1997,11,2,290,1,0,1,0,0,1.2,0.2
146,Luca Crosta,ITA,PO,Cagliari,19,1998,1,1,90,0,0,0,0,0,0.0,0.0
147,Juan Cuadrado,COL,Delantero,Juventus,29,1988,21,15,1353,4,4,8,5,0,3.9,3.0
148,Patrick Cutrone,ITA,Delantero,Milan,19,1998,28,17,1503,10,1,11,3,0,7.8,0.8
149,Marco D'Alessandro,ITA,Centrocampista,Benevento,26,1991,16,12,1043,1,1,2,1,0,1.9,1.3
150,Danilo D'Ambrosio,ITA,Defensa,Inter,28,1988,34,34,2979,2,3,5,6,0,2.7,1.4
151,Bryan Dabo,BFA,Centrocampista,Fiorentina,25,1992,10,6,591,1,0,1,2,2,0.3,0.1
152,Dario Dainelli,ITA,Defensa,Chievo,38,1979,21,17,1507,0,0,0,4,0,0.7,0.1
153,Felipe dal Belo,BRA,Defensa,SPAL,33,1984,30,30,2573,1,1,2,6,1,2.4,0.3
154,Andrea Danzi,ITA,Centrocampista,Hellas Verona,18,1999,5,4,393,0,0,0,1,0,0.0,0.0
155,Sebastien De Maio,FRA,Defensa,Bologna,30,1987,26,22,2053,2,0,2,7,0,1.2,0.4
156,Rodrigo De Paul,ARG,Delantero,Udinese,23,1994,37,25,2319,4,8,12,4,0,6.3,7.6
157,Daniele De Rossi,ITA,Centrocampista,Roma,34,1983,22,21,1829,1,1,2,6,1,0.8,1.9
158,Mattia De Sciglio,ITA,Defensa,Juventus,24,1992,12,10,968,1,0,1,1,0,0.1,0.3
159,Lorenzo De Silvestri,ITA,Defensa,Torino,29,1988,35,35,2955,5,2,7,3,2,3.1,1.7
160,Grégoire Defrel,MTQ,Delantero,Roma,26,1991,15,5,485,1,0,1,1,0,2.3,0.5
161,Alessandro Deiola,ITA,Centrocampista,Cagliari,21,1995,13,4,449,0,0,0,3,0,0.9,0.2
162,Lorenzo Del Pinto,ITA,Centrocampista,Benevento,27,1990,15,7,760,0,0,0,6,0,0.2,0.2
163,Cristian Dell'Orco,ITA,Defensa,Sassuolo,23,1994,8,5,421,0,0,0,0,0,0.1,0.1
164,Fabio Depaoli,ITA,Defensa,Chievo,20,1997,19,13,1192,0,0,0,4,0,0.2,0.8
165,Gregory van der Wiel,NED,Defensa,Cagliari,29,1988,5,3,288,0,0,0,0,0,0.0,0.1
166,Daniele Dessena,ITA,Centrocampista,Cagliari,30,1987,17,7,573,0,0,0,1,0,0.1,0.1
167,Mattia Destro,ITA,Delantero,Bologna,26,1991,26,19,1617,6,2,8,3,0,7.6,1.4
168,Gianluca Di Chiara,ITA,Defensa,Benevento,23,1993,13,11,1007,0,0,0,3,0,0.1,0.6
169,Federico Di Francesco,ITA,Delantero,Bologna,23,1994,24,20,1591,1,1,2,4,0,1.7,1.4
170,Davide Di Gennaro,ITA,Centrocampista,Lazio,29,1988,2,0,11,0,0,0,0,0,0.0,0.0
171,Cheick Diabaté,MLI,Delantero,Benevento,29,1988,11,7,664,8,0,8,1,2,5.0,0.1
172,Moussa Diaby,FRA,Centrocampista,Crotone,18,1999,2,1,69,0,0,0,0,0,0.0,0.0
173,Amadou Diawara,GUI,Centrocampista,Napoli,20,1997,18,5,655,1,0,1,1,0,0.2,0.2
174,Berat Djimsiti,ALB,Defensa,Benevento,24,1993,30,30,2700,0,1,1,2,0,1.0,0.6
175,Gianluigi Donnarumma,ITA,PO,Milan,18,1999,38,38,3420,0,0,0,2,0,0.0,0.0
176,Godfred Donsah,GHA,Centrocampista,Bologna,21,1996,28,20,1794,2,1,3,3,0,1.3,1.5
177,Bartłomiej Drągowski,POL,PO,Fiorentina,19,1997,3,1,217,0,0,0,0,0,0.0,0.0
178,Boukary Dramé,SEN,Defensa,SPAL,32,1985,5,1,95,0,0,0,0,0,0.0,0.0
179,Alfred Duncan,GHA,Centrocampista,Sassuolo,24,1993,26,23,1947,0,2,2,4,0,2.0,2.4
180,Noë Dussenne,BEL,Delantero,Crotone,25,1992,1,0,84,0,0,0,1,0,0.1,0.0
181,Paulo Dybala,ARG,Centrocampista,Juventus,23,1993,33,26,2353,22,3,25,0,0,12.2,4.6
182,Edin Džeko,BIH,Delantero,Roma,31,1986,36,33,3018,16,3,19,6,0,17.4,3.9
183,Blerim Džemaili,SUI,Centrocampista,Bologna,31,1986,15,14,1193,1,0,1,4,0,0.7,0.6
184,Éder,ITA,Delantero,Inter,30,1986,29,4,800,3,0,3,4,0,2.7,1.3
185,Simone Edera,ITA,Delantero,Torino,20,1997,14,2,327,1,1,2,0,0,0.3,0.2
186,Valentin Eysseric,FRA,Delantero,Fiorentina,25,1992,21,8,706,1,1,2,2,0,0.8,1.2
187,Diego Falcinelli,ITA,Delantero,Fiorentina,26,1991,12,3,440,0,0,0,0,0,1.3,0.5
188,Diego Falcinelli,ITA,Delantero,Sassuolo,26,1991,20,15,1314,2,1,3,2,0,4.2,0.4
189,Cesar Falletti,URU,Centrocampista,Bologna,24,1992,13,1,321,1,0,1,1,0,1.2,0.1
190,Iago Falque,ESP,Delantero,Torino,27,1990,37,34,2821,12,8,20,2,0,8.6,6.8
191,Paolo Faragò,ITA,Defensa,Cagliari,24,1993,35,25,2457,2,4,6,2,0,3.0,4.8
192,Davide Faraoni,ITA,Defensa,Crotone,25,1991,28,18,1754,2,4,6,3,0,1.2,0.8
193,Mohamed Fares,ALG,Defensa,Hellas Verona,21,1996,30,29,2604,0,1,1,12,0,1.8,1.7
194,Diego Farias,BRA,Delantero,Cagliari,27,1990,28,14,1609,1,4,5,4,0,4.7,1.7
195,Federico Fazio,ARG,Defensa,Roma,30,1987,34,32,2922,2,1,3,6,0,2.4,0.1
196,Luiz Felipe,ITA,Defensa,Lazio,20,1997,18,12,1168,0,1,1,6,0,0.2,0.0
197,Alex Ferrari,ITA,Defensa,Hellas Verona,23,1994,25,25,2136,1,0,1,5,0,0.8,0.2
198,Gian Filippo Felicioli,ITA,Centrocampista,Hellas Verona,19,1997,6,2,277,0,0,0,1,0,0.0,0.0
199,Sergio Floccari,ITA,Delantero,SPAL,35,1981,20,9,883,3,0,3,0,0,3.4,0.3
200,Alessandro Florenzi,ITA,Defensa,Roma,26,1991,32,26,2387,1,3,4,2,0,3.8,4.6
201,Seko Fofana,CIV,Centrocampista,Udinese,22,1995,27,22,1868,3,0,3,4,1,2.5,1.1
202,Marco Fossati,ITA,Centrocampista,Hellas Verona,24,1992,17,11,1101,0,0,0,5,0,0.3,0.6
203,Remo Freuler,SUI,Centrocampista,Atalanta,25,1992,35,33,3006,5,2,7,4,1,4.6,3.8
204,Roberto Gagliardini,ITA,Centrocampista,Inter,23,1994,30,23,1988,0,0,0,8,0,1.5,1.4
205,Andrey Galabinov,BUL,Delantero,Genoa,28,1988,20,12,1129,3,1,4,2,0,3.7,1.1
206,Alessandro Gamberini,ITA,Defensa,Chievo,35,1981,23,20,1815,0,0,0,2,0,1.0,0.0
207,Luca Garritano,ITA,Centrocampista,Chievo,23,1994,11,0,189,0,0,0,0,0,0.2,0.2
208,Bruno Gaspar,ANG,Defensa,Fiorentina,24,1993,15,6,781,0,2,2,2,0,0.0,0.8
209,Gianluca Gaudino,GER,Centrocampista,Chievo,20,1996,2,0,18,0,0,0,0,0,0.0,0.1
210,Marcello Gazzola,ITA,Defensa,Sassuolo,32,1985,9,9,739,0,0,0,1,0,0.0,0.4
211,Santiago Gentiletti,ARG,Defensa,Genoa,32,1985,4,3,291,0,0,0,2,0,0.0,0.0
212,Gerson,BRA,Centrocampista,Roma,20,1997,24,8,909,2,1,3,1,0,1.3,0.8
213,Faouzi Ghoulam,ALG,Defensa,Napoli,26,1991,11,11,985,2,2,4,1,0,0.7,2.0
214,Emanuele Giaccherini,ITA,Centrocampista,Chievo,32,1985,13,11,903,3,2,5,4,0,0.3,0.9
215,Emanuele Giaccherini,ITA,Delantero,Napoli,32,1985,4,0,64,0,0,0,2,0,0.0,0.1
216,Niccolò Giannetti,ITA,Delantero,Cagliari,26,1991,8,3,293,0,0,0,3,0,1.2,0.1
217,Massimo Gobbi,ITA,Defensa,Chievo,36,1980,24,23,2048,0,2,2,3,0,0.2,3.0
218,Edoardo Goldaniga,ITA,Defensa,Sassuolo,23,1993,13,13,1153,1,0,1,5,4,0.4,0.2
219,Pierluigi Gollini,ITA,PO,Atalanta,22,1995,7,7,622,0,0,0,0,0,0.0,0.0
220,Papu Gómez,ARG,Centrocampista,Atalanta,29,1988,33,31,2750,6,8,14,2,0,11.3,9.8
221,Alfred Gomis,SEN,PO,SPAL,23,1993,26,25,2261,0,0,0,0,0,0.0,0.0
222,Maxime Gonalons,FRA,Centrocampista,Roma,28,1989,16,12,1096,0,1,1,2,0,0.5,1.2
223,Giancarlo González,CRC,Defensa,Bologna,29,1988,22,22,1857,0,0,0,5,3,0.1,0.0
224,Robin Gosens,GER,Defensa,Atalanta,23,1994,21,17,1451,1,2,3,1,0,1.7,1.9
225,Alberto Grassi,ITA,Centrocampista,SPAL,22,1995,28,26,2253,3,0,3,3,0,2.9,0.7
226,Andrew Gravillon,GLP,Defensa,Benevento,19,1998,2,1,82,0,0,0,0,0,0.0,0.0
227,Guilherme,BRA,Centrocampista,Benevento,26,1991,12,11,944,2,2,4,1,0,1.0,2.3
228,Samuel Gustafson,SWE,Centrocampista,Torino,22,1995,4,0,77,0,0,0,0,0,0.0,0.0
229,Bright Gyamfi,GHA,Defensa,Benevento,21,1996,9,2,326,0,0,0,1,0,0.2,0.0
230,Nicolas Haas,SUI,Centrocampista,Atalanta,21,1996,9,1,171,0,0,0,0,0,0.1,0.0
231,Emil Hallfreðsson,ISL,Centrocampista,Udinese,33,1984,19,8,764,0,0,0,5,0,0.0,0.5
232,Marek Hamšík,SVK,Centrocampista,Napoli,30,1987,38,32,2371,7,1,8,2,0,6.6,2.9
233,Samir Handanović,SVN,PO,Inter,33,1984,38,38,3420,0,0,0,0,0,0.0,0.0
234,Hans Hateboer,NED,Defensa,Atalanta,23,1994,33,26,2398,0,1,1,3,0,2.2,1.3
235,Filip Helander,SWE,Defensa,Bologna,24,1993,29,27,2499,0,0,0,6,0,0.3,0.0
236,Dalbert Henrique,BRA,Defensa,Inter,23,1993,13,5,531,0,0,0,0,0,0.1,0.2
237,Përparim Hetemaj,FIN,Centrocampista,Chievo,30,1986,32,27,2415,3,2,5,9,0,3.5,1.1
238,Thomas Heurtaux,FRA,Defensa,Hellas Verona,29,1988,17,16,1392,0,0,0,3,2,0.0,0.0
239,Gonzalo Higuaín,ARG,Delantero,Juventus,29,1987,35,32,2815,16,5,21,4,0,11.8,3.4
240,Oscar Hiljemark,SWE,Centrocampista,Genoa,25,1992,15,15,1279,0,3,3,1,0,1.1,5.6
241,Benedikt Höwedes,GER,Defensa,Juventus,29,1988,3,3,247,1,0,1,1,0,0.6,0.1
242,Vitor Hugo,BRA,Defensa,Fiorentina,26,1991,19,13,1208,1,0,1,4,0,0.5,0.1
243,Elseid Hysaj,ALB,Defensa,Napoli,23,1994,35,35,3125,0,1,1,3,1,0.4,1.7
244,Mauro Icardi,ARG,Delantero,Inter,24,1993,34,34,2958,29,1,30,2,0,21.2,4.0
245,Pietro Iemmello,ITA,Delantero,Benevento,25,1992,16,12,880,2,1,3,0,0,3.2,1.5
246,Josip Iličić,SVN,Centrocampista,Atalanta,29,1988,31,21,2002,11,6,17,3,0,9.0,7.2
247,Ciro Immobile,ITA,Delantero,Lazio,27,1990,33,33,2683,29,6,35,3,1,20.7,6.6
248,Svante Ingelsson,SWE,Centrocampista,Udinese,19,1998,7,3,325,1,1,2,0,0,0.4,0.2
249,Roberto Inglese,ITA,Delantero,Chievo,25,1991,34,33,2782,12,1,13,3,0,8.8,2.4
250,Lorenzo Insigne,ITA,Delantero,Napoli,26,1991,37,36,3090,8,11,19,4,0,14.4,12.6
251,Artur Ioniță,MDA,Centrocampista,Cagliari,26,1990,36,31,2669,0,2,2,4,0,2.1,1.7
252,Armando Izzo,ITA,Defensa,Genoa,25,1992,16,16,1387,1,0,1,2,0,0.9,0.2
253,Jakub Jankto,CZE,Centrocampista,Udinese,21,1996,36,28,2654,4,4,8,5,0,4.3,5.9
254,Paweł Jaroszyński,POL,Defensa,Chievo,22,1994,11,9,809,0,0,0,3,0,0.0,0.3
255,Juan Jesus,BRA,Defensa,Roma,26,1991,22,18,1658,0,0,0,4,1,0.5,0.2
256,Jorginho,ITA,Centrocampista,Napoli,25,1991,33,33,2650,2,3,5,5,0,2.1,4.1
257,Mariano Julio Izco,ARG,Centrocampista,Crotone,34,1983,5,2,178,0,0,0,0,0,0.0,0.0
258,Nikola Kalinić,CRO,Delantero,Milan,29,1988,31,20,1812,6,3,9,3,0,8.6,2.1
259,Mamadou Kanouté,SEN,Delantero,Benevento,23,1993,2,0,32,0,0,0,0,0,0.0,0.0
260,Yann Karamoh,FRA,Delantero,Inter,19,1998,16,4,489,1,0,1,0,0,2.2,0.1
261,Rick Karsdorp,NED,Defensa,Roma,22,1995,1,1,81,0,0,0,0,0,0.0,0.0
262,Moise Kean,ITA,Delantero,Hellas Verona,17,2000,19,12,1131,4,0,4,5,0,4.9,0.5
263,Cheick Keita,MLI,Defensa,Bologna,21,1996,3,1,127,0,0,0,0,0,0.0,0.0
264,Franck Kessié,CIV,Centrocampista,Milan,20,1996,37,37,3264,5,1,6,9,0,7.5,3.8
265,Sami Khedira,GER,Centrocampista,Juventus,30,1987,26,24,1912,9,2,11,1,0,3.7,1.2
266,Aleksandar Kolarov,SRB,Defensa,Roma,31,1985,35,34,3060,2,6,8,3,0,2.5,9.0
267,Kalidou Koulibaly,SEN,Defensa,Napoli,26,1991,35,35,3066,5,1,6,5,1,2.6,0.3
268,Dawid Kownacki,POL,Delantero,Sampdoria,20,1997,22,6,823,5,2,7,0,0,2.2,1.0
269,Emil Krafth,SWE,Defensa,Bologna,22,1994,12,10,946,0,0,0,2,0,0.3,0.1
270,Oliver Kragl,GER,Centrocampista,Crotone,27,1990,5,0,99,0,0,0,0,0,0.0,0.3
271,Ladislav Krejčí,CZE,Centrocampista,Bologna,25,1992,12,2,397,0,0,0,0,0,0.4,0.1
272,Jasmin Kurtić,SVN,Centrocampista,SPAL,28,1989,16,16,1440,1,0,1,5,0,1.0,0.8
273,Jasmin Kurtić,SVN,Centrocampista,Atalanta,28,1989,14,7,662,2,0,2,2,0,1.5,0.3
274,Han Kwang-song,PRK,Delantero,Cagliari,18,1998,7,3,277,0,0,0,0,0,0.2,0.1
275,Eugenio Lamanna,ITA,PO,Genoa,27,1989,1,1,90,0,0,0,0,0,0.0,0.0
276,Gianluca Lapadula,PER,Delantero,Genoa,27,1990,28,13,1495,6,1,7,3,0,10.5,1.3
277,Danilo Larangeira,BRA,Defensa,Udinese,33,1984,32,32,2775,1,0,1,8,0,1.3,0.2
278,Kevin Lasagna,ITA,Delantero,Udinese,24,1992,29,26,2130,12,2,14,1,0,11.3,0.6
279,Vincent Laurini,FRA,Defensa,Fiorentina,28,1989,22,20,1608,0,1,1,5,0,0.0,1.1
280,Diego Laxalt,URU,Defensa,Genoa,24,1993,32,32,2806,3,3,6,2,0,1.5,2.2
281,Achraf Lazaar,MAR,Centrocampista,Benevento,25,1992,9,6,478,1,0,1,0,0,0.3,0.2
282,Darko Lazović,SRB,Defensa,Genoa,26,1990,21,12,1242,0,1,1,2,0,0.5,1.9
283,Manuel Lazzari,ITA,Defensa,SPAL,23,1993,36,36,3116,2,1,3,4,0,1.2,2.0
284,Lucas Leiva,BRA,Centrocampista,Lazio,30,1987,36,35,2882,2,3,5,9,0,2.7,2.1
285,Mauricio Lemos,URU,Defensa,Sassuolo,21,1995,8,8,701,1,0,1,2,0,0.5,0.0
286,Mehdi Léris,ALG,Centrocampista,Chievo,19,1998,4,0,42,0,0,0,0,0,0.0,0.0
287,Gaetano Letizia,ITA,Defensa,Benevento,27,1990,29,25,2141,1,0,1,6,2,0.8,1.0
288,Timo Letschert,NED,Defensa,Sassuolo,24,1993,7,5,416,0,0,0,0,0,0.0,0.0
289,Stephan Lichtsteiner,SUI,Defensa,Juventus,33,1984,27,21,1704,0,2,2,6,0,0.9,0.7
290,Karol Linetty,POL,Centrocampista,Sampdoria,22,1995,29,21,2139,3,1,4,8,0,2.2,2.2
291,Pol Lirola,ESP,Defensa,Sassuolo,19,1997,24,22,2025,0,2,2,2,0,0.2,1.4
292,Adem Ljajić,SRB,Centrocampista,Torino,25,1991,27,23,2166,6,10,16,2,0,4.3,8.4
293,Simone Lo Faso,ITA,Delantero,Fiorentina,19,1998,2,0,36,0,0,0,0,0,0.1,0.0
294,Manuel Locatelli,ITA,Centrocampista,Milan,19,1998,21,5,684,0,0,0,4,0,0.3,0.4
295,Cristiano Lombardi,ITA,Centrocampista,Benevento,21,1995,17,13,1112,0,2,2,3,0,1.1,1.7
296,Lisandro López,ARG,Defensa,Inter,27,1989,1,0,45,0,0,0,0,0,0.0,0.0
297,Maxi López,ARG,Delantero,Udinese,33,1984,28,20,1684,2,2,4,1,0,4.2,1.5
298,Fabio Lucioni,ITA,Defensa,Benevento,29,1987,8,8,720,0,0,0,1,0,0.5,0.0
299,José Luis Palomino,ARG,Defensa,Atalanta,27,1990,26,22,1979,1,0,1,3,0,1.7,0.4
300,Everton Luiz,BRA,Centrocampista,SPAL,29,1988,11,7,642,0,0,0,5,0,0.0,0.2
301,Jordan Lukaku,BEL,Defensa,Lazio,23,1994,30,10,1355,1,1,2,2,0,1.2,1.5
302,Senad Lulić,BIH,Defensa,Lazio,31,1986,35,30,2426,3,4,7,7,2,2.0,3.9
303,Lyanco,BRA,Defensa,Torino,20,1997,4,4,316,0,0,0,0,0,0.1,0.0
304,Charalambos Lykogiannis,GRE,Defensa,Cagliari,23,1993,11,8,687,0,1,1,2,0,0.2,0.8
305,Christian Maggio,ITA,Defensa,Napoli,35,1982,13,6,641,0,0,0,0,0,0.0,0.2
306,Francesco Magnanelli,ITA,Centrocampista,Sassuolo,32,1984,32,30,2494,0,0,0,11,4,0.4,1.8
307,Domenico Maietta,ITA,Defensa,Bologna,34,1982,7,6,468,0,0,0,1,0,0.0,0.0
308,Nikola Maksimović,SRB,Defensa,Napoli,25,1991,2,1,96,0,0,0,0,0,0.0,0.0
309,Gianluca Mancini,ITA,Defensa,Atalanta,21,1996,11,8,684,1,0,1,5,2,0.9,0.0
310,Rolando Mandragora,ITA,Centrocampista,Crotone,20,1997,36,36,3240,2,0,2,8,0,1.9,1.6
311,Mario Mandžukić,CRO,Delantero,Juventus,31,1986,32,27,2324,5,1,6,4,2,5.8,2.1
312,Kostas Manolas,GRE,Defensa,Roma,26,1991,29,27,2338,2,0,2,0,0,1.4,0.1
313,Gabriele Marchegiani,ITA,PO,SPAL,21,1996,1,0,1,0,0,0,0,0,0.0,0.0
314,Claudio Marchisio,ITA,Centrocampista,Juventus,31,1986,15,9,817,0,1,1,1,0,0.3,0.7
315,Gian Marco Ferrari,ITA,Defensa,Sampdoria,25,1992,30,29,2645,2,0,2,4,0,1.3,0.3
316,João Mário,POR,Centrocampista,Inter,24,1993,14,5,554,0,1,1,0,0,1.3,1.5
317,Bruno Martella,ITA,Defensa,Crotone,24,1992,30,30,2616,1,3,4,3,0,1.1,2.1
318,Adam Marušić,MNE,Defensa,Lazio,24,1992,32,28,2523,3,4,7,3,1,3.1,3.3
319,Andrea Masiello,ITA,Defensa,Atalanta,31,1986,31,30,2707,4,0,4,5,0,2.9,0.3
320,Adam Masina,MAR,Defensa,Bologna,23,1994,34,33,2830,0,1,1,8,1,1.9,1.8
321,Ryder Matos,BRA,Centrocampista,Udinese,24,1993,4,1,170,0,0,0,0,0,0.1,0.1
322,Ryder Matos,BRA,Delantero,Hellas Verona,24,1993,14,11,978,0,1,1,1,0,0.7,0.9
323,Alessandro Matri,ITA,Delantero,Sassuolo,32,1984,23,7,914,3,0,3,1,0,7.0,1.0
324,Federico Mattiello,ITA,Defensa,SPAL,22,1995,29,24,2204,0,0,0,7,2,0.7,1.1
325,Blaise Matuidi,FRA,Centrocampista,Juventus,30,1987,32,27,2354,3,1,4,3,0,2.4,0.9
326,José Mauri,ITA,Centrocampista,Milan,21,1996,1,0,13,0,0,0,0,0,0.1,0.0
327,Maurício,BRA,Defensa,Lazio,28,1988,1,0,5,0,0,0,0,0,0.0,0.0
328,Luca Mazzitelli,ITA,Centrocampista,Sassuolo,21,1995,20,10,1017,0,1,1,4,0,1.2,0.3
329,Ibrahima Mbaye,SEN,Defensa,Bologna,22,1994,25,18,1760,1,0,1,4,2,1.0,0.6
330,Iuri Medeiros,POR,Delantero,Genoa,23,1994,11,7,641,2,1,3,1,0,0.9,1.7
331,Riccardo Meggiorini,ITA,Delantero,Chievo,31,1985,15,10,786,0,0,0,2,0,1.3,1.1
332,Ledian Memushaj,ALB,Centrocampista,Benevento,30,1986,17,15,1258,0,0,0,3,0,0.7,1.1
